listing_id,listing_date,city,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,waterfront
1263,2024-06-23,Seattle,"$713,000",4.0,3.0,2750,6430.0,1.0,4.0,1920.0,0
1525,2024-04-25,Seattle,"$288,000",2.0,2.0,1370,10740.0,2.0,4.0,1932.0,0
3169,2024-02-01,Seattle,"$780,000",5.0,3.5,3330,9270.0,1.5,4.0,1962.0,0
1738,2024-04-11,Seattle,"$541,000",3.0,1.5,2250,4520.0,1.0,3.0,1939.0,0
2382,2024-04-26,Seattle,"$397,000",2.0,1.0,1880,,1.0,3.0,1941.0,0
1718,2024-01-18,Seattle,"$779,000",5.0,4.5,3130,7110.0,2.0,3.0,1921.0,0
1299,2024-01-30,Kirkland,"$879,000",5.0,3.5,3220,13300.0,2.0,3.0,1976.0,0
3473,2024-02-07,Kirkland,"$722,000",5.0,3.5,2850,6700.0,1.0,3.0,1956.0,0
2852,2024-03-05,Renton,"$417,000",2.0,2.0,1950,6100.0,2.5,4.0,1949.0,0
2451,2024-03-16,kirkland,"$405,000",2.0,2.5,1490,4760.0,1.0,3.0,1991.0,0
2257,2024-01-30,Kirkland,"$1,058,000",5.0,3.5,3990,12600.0,1.0,1.0,1913.0,0
1513,2024-01-01,Seattle,"$407,000",4.0,3.0,1690,3400.0,1.0,4.0,1965.0,0
1038,2024-01-03,Bellevue,"$854,000",4.0,3.0,2720,8430.0,1.0,3.0,1952.0,0
3431,2024-04-05,Kirkland,"$446,000",2.0,1.5,1700,5250.0,1.0,4.0,2022.0,0
3497,2024-05-10,Redmond,"$1,172,000",7.0,5.0,4230,8720.0,1.5,,1918.0,0
2181,2024-04-06,Kirkland,"$604,000",3.0,2.0,2300,2900.0,2.0,4.0,1910.0,0
1399,2024-02-28,Bellevue,"$507,000",3.0,,1880,8820.0,2.0,3.0,1913.0,0
2465,2024-06-16,Redmond,"$456,000",3.0,2.5,1620,8460.0,3.0,3.0,1957.0,0
2287,2024-01-10,Bellevue,"$462,000",2.0,2.0,1660,6100.0,1.0,,1919.0,0
2207,2024-02-14,Redmond,"$653,000",3.0,2.5,2120,9880.0,1.0,3.0,2011.0,0
2848,2024-01-04,redmond,"$427,000",3.0,1.5,1680,8530.0,1.0,4.0,2014.0,0
2316,2024-05-13,Redmond,"$395,000",3.0,1.5,1530,6770.0,1.5,4.0,1902.0,0
3973,2024-02-08,Seattle,"$428,000",3.0,2.5,1750,5540.0,1.0,3.0,2021.0,0
3343,2024-02-04,Kirkland,"$246,000",1.0,2.0,1000,10060.0,1.5,3.0,1965.0,0
1396,2024-06-25,Bellevue,"$483,000",3.0,1.5,1500,8530.0,2.5,4.0,1997.0,0
1095,2024-04-11,Seattle,"$241,000",1.0,1.0,1180,39890.0,1.0,4.0,1909.0,0
3557,2024-05-29,Seattle,"$360,000",1.0,1.5,"1,480 sqft",18740.0,1.0,3.0,1995.0,0
1717,2024-06-18,Redmond,"$544,000",2.0,2.0,1940,7910.0,2.5,4.0,1977.0,0
2082,2024-06-22,Renton,"$307,000",,2.0,2020,3470.0,1.0,3.0,1903.0,0
3689,2024-04-02,Seattle ,"$724,000",4.0,3.0,2030,6130.0,1.0,3.0,2005.0,1
1948,2024-02-02,Renton,"$203,000",1.0,2.0,1600,6110.0,1.0,3.0,1954.0,0
2277,2024-02-26,Seattle,"$436,000",2.0,1.5,1690,4390.0,1.0,3.0,2020.0,0
1896,2024-01-28,Renton,"$310,000",3.0,1.5,2060,19690.0,2.0,3.0,1904.0,0
3667,2024-03-07,Renton ,"$326,000",2.0,1.5,1690,4340.0,1.0,3.0,1933.0,0
2037,2024-02-26,Seattle,"$423,000",3.0,3.0,1320,2800.0,1.0,,2018.0,0
2553,2024-06-29,Seattle,"$333,000",2.0,2.5,1520,12920.0,1.0,5.0,1934.0,0
1197,2024-03-18, Redmond,"$610,000",3.0,3.0,2160,7800.0,1.5,4.0,2013.0,0
1408,2024-01-25,Kirkland,"$489,000",2.0,1.0,1680,4720.0,2.0,3.0,2009.0,0
1662,2024-03-22,,"$284,000",,1.5,1670,,1.0,3.0,1915.0,0
1579,2024-03-23,Renton,"$210,000",1.0,1.0,1170,10070.0,2.0,3.0,1919.0,0
2396,2024-04-19,Seattle,"$487,000",,2.0,2320,5990.0,1.0,4.0,1903.0,0
3686,2024-03-24,Kirkland ,"$543,000",3.0,2.0,1920,3790.0,1.0,5.0,1928.0,0
3325,2024-04-25,Seattle,"$312,000",1.0,1.0,1230,2500000.0,2.0,3.0,1999.0,0
1318,2024-04-15,REDMOND,"$713,000",4.0,3.5,2840,10890.0,2.0,3.0,1914.0,0
3229,2024-05-06,Seattle,"$285,000",3.0,4.0,1130,12780.0,1.0,3.0,1985.0,0
3829,2024-06-01,Kirkland,"$636,000",3.0,2.0,2320,3020.0,3.0,4.0,1939.0,0
2623,2024-02-29,Kirkland,"$893,000",5.0,3.0,3360,5650.0,1.0,4.0,1975.0,0
3246,2024-01-15,Seattle,"$268,000",1.0,2.0,1030,12900.0,1.0,3.0,,0
2650,2024-02-03,Kirkland,"$546,000",3.0,2.0,2000,3770.0,1.0,,2013.0,0
2321,2024-06-03,Bellevue,"$422,000",1.0,1.5,1000,9750.0,1.0,4.0,2022.0,0
3803,2024-06-23,Seattle,"$251,000",1.0,2.5,990,4540.0,2.0,3.0,2008.0,0
1545,2024-01-02,Seattle,"$351,000",1.0,1.0,1760,6720.0,1.0,3.0,,0
3970,2024-06-13,Seattle,"$508,000",2.0,3.0,1800,14300.0,1.0,4.0,1964.0,0
1839,2024-04-13,Bellevue,"$320,000",3.0,3.0,1190,6490.0,2.0,4.0,1923.0,0
3600,2024-04-15,Renton,"$407,000",3.0,3.0,1870,16300.0,1.0,2.0,1969.0,0
1547,2024-02-08,Bellevue,"$493,000",3.0,2.5,1910,5410.0,2.0,4.0,1921.0,0
2276,2024-06-30,Seattle,"$664,000",4.0,3.0,2820,2770.0,2.0,3.0,1965.0,0
1100,2024-05-25,Renton,"$264,000",3.0,3.0,1240,9820.0,2.0,4.0,1903.0,0
2229,2024-02-02,RENTON,"$253,000",2.0,1.5,1190,10340.0,1.0,5.0,2003.0,0
2437,2024-02-07,Seattle,"$630,000",4.0,3.0,2460,1990.0,2.0,3.0,1997.0,0
3695,2024-05-23,Renton,"$91,000",1.0,1.0,500,26370.0,1.0,3.0,1983.0,0
3711,2024-02-15,Renton,"$637,000",4.0,1.5,3510,21240.0,2.5,3.0,1951.0,0
1636,2024-01-21,Seattle,Not disclosed,3.0,2.5,2260,8550.0,2.0,3.0,2015.0,0
3374,2024-01-14,Seattle,"$444,000",2.0,1.5,1990,18840.0,1.5,3.0,1995.0,0
1591,2024-03-24,Renton,"$233,000",2.0,2.0,1090,11800.0,1.0,4.0,1994.0,0
3142,2024-01-08,Bellevue,"$819,000",6.0,4.5,2930,,1.0,3.0,1950.0,0
2424,2024-06-24,Bellevue,"$738,000",4.0,2.0,2550,6350.0,2.0,4.0,1929.0,0
3176,2024-02-08,Redmond,"$418,000",1.0,1.5,1740,6000.0,1.0,3.0,1918.0,0
1109,2024-01-17,,"$425,000",3.0,3.0,1820,10330.0,1.0,1.0,,0
1719,2024-01-31,Redmond,"$555,000",3.0,3.0,2080,,3.0,4.0,1987.0,0
3327,2024-04-12,Seattle,"$599,000",3.0,3.0,2070,4470.0,1.0,3.0,1935.0,0
3712,2024-02-28,Seattle,"$755,000",4.0,2.5,2820,3980.0,1.0,4.0,1968.0,0
3566,2024-03-27,Bellevue ,"$825,000",5.0,4.5,2450,2860.0,2.5,3.0,1944.0,1
2542,2024-05-22,Seattle,"$445,000",3.0,2.0,1500,15730.0,1.0,4.0,2004.0,0
1843,2024-02-09,Bellevue,"$460,000",3.0,2.5,1370,11310.0,1.0,3.0,,0
3627,2024-06-16,Redmond,"$285,000",1.0,1.0,1190,2800.0,1.0,4.0,1900.0,0
3402,2024-06-19,Kirkland,"$751,000",5.0,3.5,2800,2150.0,1.0,3.0,1960.0,0
1713,2024-02-20,Kirkland,"$285,000",2.0,1.0,1130,6030.0,2.0,3.0,1926.0,0
1288,2024-05-27,Bellevue,"$933,000",6.0,4.0,3130,7720.0,1.5,3.0,1963.0,0
2579,2024-03-19,Renton,"$294,000",2.0,2.0,1790,5530.0,1.5,3.0,1911.0,0
2367,2024-03-02,Seattle,"$423,000",3.0,,1780,5270.0,1.0,5.0,1910.0,0
2097,2024-05-25,Seattle,"$476,000",3.0,2.5,2040,3230.0,2.0,4.0,1935.0,0
2734,2024-01-15,Seattle,"$740,000",4.0,2.5,"3,000 sqft",5830.0,2.0,3.0,2012.0,0
2627,2024-02-03,BELLEVUE,"$409,000",2.0,1.0,1220,6360.0,1.0,2.0,1961.0,0
2415,2024-03-20,Seattle,"$237,000",1.0,1.0,860,,1.0,3.0,1964.0,0
2551,2024-04-16,seattle,"$574,000",1.0,1.0,2060,3890.0,1.0,4.0,1939.0,0
1745,2024-04-25,Bellevue ,"$722,000",3.0,2.5,2350,2680.0,2.0,3.0,1968.0,0
2182,2024-04-08,Seattle,"$366,000",1.0,1.0,1430,10220.0,3.0,4.0,1926.0,0
3685,2024-06-12,Seattle,"$376,000",1.0,1.0,1830,16490.0,1.0,3.0,1933.0,0
1842,2024-03-08,Kirkland,"$763,000",3.0,2.0,2780,5410.0,1.0,4.0,2005.0,0
1201,2024-03-15,Kirkland,"$373,000",1.0,1.5,1530,5410.0,2.5,4.0,2004.0,0
3446,2024-05-01,Redmond,"$460,000",3.0,2.0,1740,36000.0,1.0,5.0,1907.0,0
2503,2024-02-06,Bellevue,"$718,000",2.0,1.5,2560,2580.0,2.0,3.0,2013.0,0
3210,2024-02-16, Seattle,"$429,000",3.0,2.5,1600,1630.0,1.0,3.0,1953.0,0
3995,2024-04-19,Redmond,"$702,000",3.0,2.0,2600,6070.0,2.0,2.0,2015.0,0
2366,2024-02-06,Bellevue,"$1,045,000",5.0,3.0,3420,12310.0,2.5,3.0,1965.0,0
2427,2024-05-20,Seattle,"$876,000",6.0,5.0,3770,6320.0,2.0,3.0,,0
1526,2024-06-08,Bellevue,"$488,000",2.0,1.5,1760,7150.0,1.0,4.0,1980.0,0
2735,2024-05-27,Renton,"$472,000",3.0,2.0,2510,2310.0,1.5,4.0,1959.0,0
2696,2024-04-13,Bellevue,"$521,000",2.0,1.0,"1,490 sqft",7240.0,1.0,5.0,2005.0,0
3700,2024-05-13,Renton,"$189,000",1.0,1.0,720,9000.0,2.0,3.0,1993.0,0
1507,2024-02-04,Seattle,"$1,027,000",6.0,4.0,3730,,1.0,5.0,2004.0,0
1480,2024-01-30,Bellevue,"$603,000",2.0,1.5,1990,3950.0,1.0,3.0,1905.0,0
1688,2024-05-24,Renton,"$480,000",3.0,2.0,2130,10430.0,2.0,4.0,2008.0,0
3290,2024-03-04,seattle,"$684,000",4.0,2.5,3050,1620.0,1.0,3.0,1927.0,0
3537,2024-01-07,Kirkland,"$716,000",4.0,2.5,2630,23560.0,2.0,3.0,2013.0,0
1397,2024-06-25,Kirkland,"$403,000",3.0,2.5,1730,12590.0,1.0,5.0,1967.0,0
3221,2024-03-04,Bellevue,"$935,000",5.0,3.5,3050,2310.0,2.5,4.0,1990.0,0
3312,2024-03-26,Seattle,"$733,000",4.0,2.5,2750,6600.0,1.0,,,0
2448,2024-04-03,Bellevue,"$1,069,000",5.0,2.5,3750,8250.0,2.0,5.0,1966.0,0
1884,2024-02-22,Bellevue,"$540,000",2.0,2.0,"1,860 sqft",8540.0,1.0,3.0,1997.0,0
2527,2024-03-28,Bellevue,"$635,000",3.0,3.0,2050,3970.0,1.0,4.0,1989.0,0
2303,2024-01-23,Kirkland,"$702,000",4.0,2.5,2340,4560.0,1.0,3.0,1965.0,0
1603,2024-04-09,Renton,"$272,000",3.0,3.0,1190,9480.0,1.0,3.0,1982.0,0
1241,2024-02-09,Kirkland,"$497,000",2.0,1.5,1930,4140.0,2.0,3.0,,0
3749,2024-04-18,Bellevue,$0,6.0,4.0,3690,,1.0,2.0,1998.0,0
1449,2024-01-16,Seattle,"$467,000",2.0,2.0,2130,4970.0,1.5,2.0,1904.0,0
2063,2024-04-16,Seattle,"$344,000",3.0,,1500,14050.0,1.5,4.0,1966.0,0
3671,2024-06-18,Redmond,"$574,000",3.0,2.0,2170,7070.0,2.0,2.0,1902.0,0
1014,2024-03-14,Kirkland,"$857,000",5.0,2.5,3330,18510.0,1.0,1.0,2007.0,0
3981,2024-01-02,Redmond,"$547,000",3.0,2.0,1800,13460.0,1.5,4.0,1968.0,0
3137,2024-06-13,SEATTLE,"$712,000",5.0,4.0,2910,1880.0,2.0,3.0,2004.0,0
2058,2024-03-16,Seattle,"$510,000",3.0,2.5,2100,8920.0,1.5,3.0,1954.0,0
3730,2024-04-19,Renton,"$313,000",3.0,2.0,1730,5640.0,1.0,2.0,1941.0,0
2843,2024-03-26,Seattle,"$598,000",3.0,3.0,2440,29690.0,1.0,2.0,2009.0,0
1377,2024-01-26,Renton,"$278,000",1.0,1.0,1630,7970.0,1.0,1.0,1912.0,0
3419,2024-06-29,Seattle,"$578,000",3.0,3.5,2110,7000.0,1.0,3.0,2014.0,0
1264,2024-01-20,Seattle,"$331,000",2.0,1.0,1210,10200.0,1.0,3.0,1916.0,0
1616,2024-04-03,Kirkland,"$458,000",1.0,1.0,1460,5990.0,2.0,2.0,1923.0,1
1504,2024-03-14,Bellevue,"$381,000",3.0,2.0,1510,,1.0,3.0,1915.0,0
1058,2024-02-20,Redmond,"$768,000",2.0,2.0,2380,6720.0,2.0,3.0,2009.0,1
2515,2024-05-14,Renton,"$416,000",4.0,2.5,1910,9500.0,1.0,5.0,1960.0,0
3410,2024-04-07,,"$466,000",2.0,1.0,1980,6740.0,2.0,2.0,1953.0,1
3843,2024-04-30,bellevue,"$547,000",2.0,1.0,2120,14190.0,2.0,4.0,1951.0,0
3379,2024-01-24,Seattle,"$358,000",2.0,2.0,1320,3470.0,2.0,2.0,2019.0,0
3691,2024-04-04,Renton,"$238,000",2.0,2.5,1050,11250.0,2.0,5.0,1965.0,0
1233,2024-03-18,Renton,"$450,000",3.0,2.5,2140,5050.0,2.0,4.0,1921.0,0
2924,2024-04-01,Bellevue,"$275,000",2.0,,1140,9880.0,2.0,3.0,1932.0,0
2609,2024-03-24,Bellevue,"$691,000",3.0,1.5,"2,090 sqft",8980.0,2.0,3.0,1953.0,0
1944,2024-06-02,Bellevue,"$296,000",,1.0,1280,4400.0,2.0,3.0,1956.0,0
2076,2024-04-21,Seattle,"$351,000",2.0,1.0,1420,11250.0,1.0,4.0,1984.0,0
2172,2024-02-21,Kirkland,"$431,000",2.0,2.0,1680,10180.0,1.5,,2000.0,0
3968,2024-04-15,Seattle,"$518,000",4.0,3.5,1940,12830.0,1.0,3.0,1974.0,0
3319,2024-02-02,Bellevue,"$855,000",4.0,3.5,3130,17610.0,3.0,3.0,,0
3668,2024-06-24,Seattle,"$792,000",5.0,3.5,3430,7290.0,2.0,3.0,2001.0,0
1786,2024-05-21,Bellevue,"$667,000",2.0,2.0,2230,13340.0,3.0,3.0,1972.0,0
3796,2024-05-01,Redmond,"$759,000",4.0,2.0,2840,6890.0,2.0,3.0,1978.0,0
1174,2024-01-11,Renton,"$647,000",3.0,2.5,"2,480 sqft",3600.0,1.0,3.0,1920.0,1
1142,2024-03-30,Bellevue,"$898,000",4.0,2.5,2960,,1.5,2.0,2022.0,0
1205,2024-06-04,Seattle,"$691,000",2.0,1.5,2760,10410.0,1.0,3.0,2003.0,0
3051,2024-01-16,Renton,"$750,000",,3.0,3700,3130.0,2.0,3.0,1977.0,0
2272,2024-01-20,Bellevue,"$977,000",4.0,4.0,3090,6790.0,1.0,4.0,1965.0,0
3062,2024-01-15,Seattle,"$558,000",3.0,2.5,2210,9770.0,1.0,2.0,1943.0,0
1940,2024-03-20,Seattle,"$389,000",2.0,2.0,1600,18670.0,1.0,3.0,1907.0,0
3197,2024-02-21,Seattle,"$431,000",2.0,1.5,1960,5410.0,1.0,3.0,1916.0,0
3353,2024-03-08,Seattle,"$490,000",4.0,2.5,2170,6070.0,1.0,2.0,1994.0,0
1682,2024-03-31,Seattle,"$351,000",3.0,3.0,990,12480.0,2.0,3.0,2005.0,0
3480,2024-06-01,RENTON,"$294,000",2.0,1.5,1580,12090.0,1.0,3.0,,0
3201,2024-03-15,Seattle,"$307,000",,1.0,1180,18310.0,2.0,3.0,2023.0,0
1865,2024-04-15,Seattle,"$304,000",2.0,1.5,1310,3060.0,2.0,4.0,1992.0,0
3757,2024-04-13,Renton,"$215,000",2.0,2.0,1390,17130.0,2.0,3.0,2005.0,0
3608,2024-06-07,Seattle,"$484,000",3.0,3.0,1990,,3.0,4.0,1928.0,0
3713,2024-06-05,Seattle,"$209,000",1.0,1.5,950,8980.0,2.0,3.0,1953.0,0
1790,2024-03-03,Redmond,"$676,000",3.0,1.5,2640,20590.0,1.0,3.0,1919.0,0
2145,2024-06-13,Bellevue,"$532,000",2.0,2.5,1610,6150.0,2.0,4.0,2017.0,0
2459,2024-06-06,Renton,"$631,000",4.0,3.0,2980,,2.5,3.0,2003.0,0
3612,2024-06-16,Kirkland,"$500,000",4.0,3.0,1860,9780.0,1.0,2.0,1911.0,0
3217,2024-06-10,Seattle,"$336,000",2.0,1.5,1200,4080.0,2.0,3.0,1977.0,0
2280,2024-02-08,Redmond,"$643,000",,2.0,2310,12290.0,1.0,3.0,2002.0,0
1269,2024-01-19,Seattle,"$634,000",4.0,2.5,2860,7530.0,1.5,3.0,1917.0,0
2845,2024-01-09, Seattle,"$263,000",1.0,1.0,1200,10750.0,2.0,3.0,1955.0,0
2491,2024-01-30,Seattle,"$312,000",2.0,2.0,1490,12390.0,2.0,4.0,1910.0,0
1512,2024-03-23,Kirkland,"$824,000",4.0,3.5,2800,3300.0,1.5,2.0,2002.0,0
1869,2024-05-19,Seattle,"$316,000",3.0,1.5,1460,16380.0,2.5,5.0,1913.0,0
2633,2024-04-10,Redmond,"$391,000",2.0,1.5,1980,13890.0,2.0,3.0,1905.0,0
1101,2024-01-11,Renton,"$438,000",3.0,3.0,2150,10990.0,1.0,3.0,1950.0,0
1013,2024-03-14,,"$482,000",2.0,2.5,2060,7280.0,1.5,3.0,1987.0,0
1645,2024-03-21,Redmond,"$610,000",2.0,2.5,2030,6230.0,2.0,5.0,2004.0,0
2782,2024-06-24, Kirkland,"$464,000",2.0,2.0,1550,4640.0,1.0,3.0,,0
1779,2024-06-11,Kirkland,"$783,000",3.0,2.5,2400,4790.0,2.0,4.0,1954.0,1
2507,2024-06-08,Kirkland,"$377,000",3.0,2.0,1360,10360.0,2.0,4.0,1977.0,0
2307,2024-02-24,Redmond,"$616,000",3.0,2.5,2380,3160.0,1.0,3.0,1948.0,0
2684,2024-05-25,Seattle,"$149,000",2.0,1.0,710,3340.0,2.0,3.0,1901.0,0
2681,2024-03-04,Kirkland,"$372,000",,1.5,1510,5790.0,1.0,4.0,1925.0,0
2353,2024-04-19,Seattle,"$839,000",5.0,3.5,3440,11100.0,2.0,3.0,1963.0,0
2055,2024-05-26,Seattle,"$684,000",4.0,3.0,2220,8150.0,1.0,4.0,1936.0,1
3772,2024-01-03,Kirkland,"$329,000",1.0,1.5,1340,3200000.0,1.5,3.0,1984.0,0
3172,2024-02-07,Seattle,"$559,000",3.0,2.5,1930,4080.0,2.0,4.0,2008.0,0
1021,2024-01-17,,"$154,000",1.0,1.5,790,6540.0,1.0,3.0,1930.0,0
1750,2024-04-19,Kirkland,"$437,000",2.0,1.5,1990,9410.0,3.0,3.0,1934.0,0
2068,2024-02-03,Redmond,"$563,000",2.0,2.0,2080,11800.0,2.0,4.0,2021.0,0
1118,2024-01-16,Kirkland,"$682,000",3.0,1.5,2690,3410.0,1.0,3.0,1979.0,0
3937,2024-01-02,Seattle,"$956,000",5.0,3.5,3850,10940.0,1.5,3.0,2011.0,0
2085,2024-03-09,Renton,"$604,000",4.0,3.5,2670,4730.0,2.0,3.0,1969.0,0
3420,2024-01-01,Renton,"$574,000",4.0,2.5,2690,11930.0,2.0,4.0,1929.0,0
1564,2024-06-10,Redmond,"$652,000",4.0,3.0,2700,5600.0,2.5,3.0,1909.0,0
3213,2024-06-05,Renton,"$370,000",3.0,2.0,1980,5980.0,1.0,5.0,1949.0,0
2164,2024-04-24,Seattle,"$581,000",2.0,2.0,2300,5560.0,1.0,3.0,1976.0,0
1491,2024-03-02,Kirkland,"$381,000",2.0,2.0,1350,4920.0,1.0,3.0,2022.0,0
1047,2024-01-22,Bellevue,"$1,197,000",5.0,3.0,4250,2520.0,2.0,3.0,1910.0,0
1493,2024-03-17,Redmond,"$584,000",4.0,4.0,2170,8120.0,1.0,5.0,1929.0,0
2694,2024-03-04,Kirkland,"$501,000",,2.0,1570,2650.0,2.0,3.0,1937.0,0
2023,2024-03-01,,"$248,000",1.0,2.0,940,3800.0,1.0,3.0,1942.0,0
3582,2024-05-18,Kirkland,"$370,000",3.0,2.5,1650,4740.0,2.0,3.0,,0
2154,2024-06-12,Seattle,"$355,000",,2.5,1430,4550.0,1.0,3.0,1991.0,0
2966,2024-06-06,Seattle,"$461,000",3.0,2.5,2120,4470.0,1.5,4.0,1904.0,0
1769,2024-06-02,Seattle,"$433,000",,3.0,1390,11190.0,2.0,3.0,1978.0,0
3450,2024-02-22,Redmond,"$414,000",3.0,,1500,4700.0,2.0,3.0,1995.0,0
2569,2024-03-05,Bellevue,"$814,000",2.0,1.5,2780,,2.0,,1911.0,0
1929,2024-01-03,Redmond,"$646,000",3.0,1.5,2440,3900.0,3.0,5.0,,0
3816,2024-02-11,Redmond,"$347,000",2.0,2.0,1470,18570.0,1.0,3.0,1948.0,0
3576,2024-06-24,Redmond,"$501,000",3.0,2.0,2020,7410.0,1.0,3.0,1979.0,0
2030,2024-04-24,bellevue,"$655,000",3.0,2.5,2280,8810.0,1.0,3.0,1904.0,0
2253,2024-04-24,Seattle,"$556,000",4.0,2.5,2170,5350.0,1.0,4.0,2015.0,0
2800,2024-04-17,Redmond,"$1,026,000",5.0,3.5,4170,2020.0,1.5,3.0,1998.0,0
1565,2024-02-28,Redmond,"$762,000",5.0,4.5,2770,5920.0,1.0,3.0,1944.0,0
1610,2024-03-18,Bellevue,"$482,000",3.0,2.5,1800,7230.0,1.0,3.0,1905.0,0
3164,2024-04-17,Bellevue,"$802,000",,3.0,2770,2580.0,1.0,,1978.0,0
3605,2024-02-14,Seattle,"$214,000",3.0,2.0,880,11230.0,2.0,1.0,1990.0,0
2715,2024-04-10,Seattle,"$318,000",3.0,2.0,1450,14300.0,2.0,5.0,1941.0,0
2464,2024-02-21,Seattle ,"$486,000",3.0,2.5,1950,1920.0,1.0,1.0,2010.0,0
2652,2024-02-15,Seattle,"$436,000",3.0,3.0,1710,2340.0,1.5,3.0,1952.0,0
1577,2024-05-10,Renton,"$330,000",2.0,2.5,1320,8000.0,1.0,3.0,1955.0,0
1627,2024-01-22,Kirkland,"$396,000",2.0,1.0,1420,4940.0,1.0,3.0,1988.0,0
2632,2024-04-29,Renton,"$455,000",3.0,1.0,2270,,2.0,2.0,,0
3195,2024-01-05,Redmond,"$873,000",5.0,3.5,3070,,1.5,5.0,2018.0,0
2636,2024-05-18,Bellevue,"$642,000",4.0,2.5,2380,8010.0,2.0,4.0,1910.0,0
3355,2024-06-17,Bellevue,"$472,000",3.0,,1450,6550.0,1.0,3.0,1928.0,0
3272,2024-06-24,Redmond,"$372,000",2.0,1.5,1070,3030.0,1.0,4.0,2009.0,0
2939,2024-02-22,Seattle,"$569,000",3.0,1.5,2020,8130.0,2.0,4.0,2007.0,0
3819,2024-04-16,Bellevue,"$629,000",3.0,,"2,130 sqft",5020.0,1.5,5.0,1973.0,0
1756,2024-01-09,SEATTLE,"$1,160,000",7.0,4.5,4770,12770.0,1.0,4.0,2005.0,0
3534,2024-06-28,Seattle,"$541,000",3.0,1.5,2520,5990.0,2.0,5.0,1917.0,0
2580,2024-06-30,Renton,"$621,000",4.0,3.0,2970,5380.0,1.0,2.0,1971.0,0
2643,2024-06-03,Bellevue,"$604,000",3.0,,2160,6870.0,1.0,3.0,1933.0,0
1640,2024-02-20,Renton,"$476,000",4.0,3.0,2160,8550.0,1.0,4.0,1950.0,0
2147,2024-06-15,Kirkland,"$461,000",3.0,2.5,1590,8110.0,1.0,4.0,1963.0,0
1044,2024-03-23,Seattle ,"$384,000",2.0,1.5,1440,6720.0,1.0,3.0,1997.0,0
1008,2024-04-14,Kirkland,"$881,000",4.0,1.5,3380,,2.0,3.0,1940.0,0
3467,2024-04-10,Kirkland,"$792,000",5.0,3.5,2880,8160.0,2.0,4.0,1961.0,0
1739,2024-05-15,,"$636,000",4.0,2.0,2290,34930.0,2.0,3.0,1902.0,0
1033,2024-05-02,Seattle,"$386,000",2.0,2.0,1090,8970.0,2.0,4.0,1936.0,1
1471,2024-02-12,Bellevue,"$826,000",3.0,2.5,2750,10560.0,1.0,,1903.0,0
1472,2024-01-27,Bellevue,"$258,000",1.0,1.0,1120,,3.0,3.0,1938.0,0
1422,2024-02-12,Seattle,"$450,000",3.0,2.0,1680,5560.0,2.0,3.0,1995.0,0
2741,2024-01-03,Seattle,"$476,000",2.0,2.0,2000,8840.0,1.0,,1954.0,0
3270,2024-03-02,Renton,"$250,000",2.0,1.0,1370,6170.0,1.5,2.0,1905.0,0
2626,2024-05-02,Kirkland,"$675,000",3.0,2.5,2510,2250.0,1.0,,2002.0,0
2522,2024-01-27,Bellevue,"$777,000",3.0,2.0,2340,3020.0,1.0,3.0,2009.0,0
2793,2024-01-06,seattle,"$690,000",5.0,3.5,2820,3960.0,2.0,3.0,1913.0,0
3854,2024-06-08,Seattle,"$540,000",4.0,2.0,2290,,1.5,3.0,1922.0,0
3736,2024-04-19,Bellevue,"$481,000",2.0,2.0,1520,15120.0,2.5,3.0,1991.0,0
2839,2024-01-13,Kirkland,"$207,000",1.0,1.5,750,8140.0,2.0,2.0,1941.0,0
1906,2024-03-30,Redmond,"$419,000",3.0,2.5,1700,5220.0,1.5,3.0,1958.0,0
2099,2024-04-19, Renton,"$354,000",3.0,2.5,1620,5710.0,1.5,3.0,1919.0,0
3846,2024-04-02, Redmond,"$787,000",5.0,3.5,3010,9990.0,1.0,5.0,1930.0,0
3632,2024-06-13,Bellevue,"$430,000",1.0,1.0,1450,7030.0,2.0,5.0,1900.0,0
2117,2024-05-14,Seattle,"$471,000",3.0,2.5,1940,11670.0,2.0,5.0,1970.0,0
1465,2024-01-12,Redmond,"$570,000",2.0,1.0,1740,5650.0,3.0,3.0,1935.0,1
2376,2024-05-23,SEATTLE,"$438,000",3.0,1.5,2140,12120.0,2.0,5.0,1902.0,0
2292,2024-04-29,Redmond,"$376,000",2.0,1.5,1490,16040.0,1.0,3.0,1939.0,0
2266,2024-03-18,Kirkland,"$258,000",1.0,1.0,930,10430.0,2.0,4.0,1901.0,0
2982,2024-03-12,Bellevue,"$823,000",3.0,3.0,2890,4170.0,2.0,4.0,2002.0,0
1668,2024-04-22,Renton,"$506,000",4.0,3.0,2670,20550.0,1.5,3.0,1965.0,0
1010,2024-02-16,Bellevue,"$588,000",3.0,3.0,1920,22690.0,1.5,4.0,2012.0,0
3273,2024-03-24,Kirkland,"$395,000",2.0,2.0,1750,11000.0,2.0,2.0,1934.0,0
2773,2024-05-24,Redmond,"$523,000",3.0,2.0,2320,25920.0,2.0,2.0,1929.0,0
2136,2024-05-26,Seattle,"$447,000",3.0,2.5,1840,3690.0,2.5,3.0,1997.0,0
1984,2024-02-22,Bellevue,"$409,000",2.0,1.0,1700,5820.0,1.5,3.0,1988.0,0
2365,2024-02-05,Bellevue,"$447,000",2.0,1.0,1510,2270.0,3.0,3.0,1918.0,0
